item_id,nsn,nomenclature,category,qty_on_hand,qty_required,shortage,unit_of_issue,condition_code,serial_number,sensitivity_class,location_id,responsible_marine,last_inventoried_date,last_inventoried_iso,last_lateral_transfer_date,days_since_inventory,days_since_lateral_transfer,inventory_overdue,nmc_impacting
ITM-002937,2540-58-174-1192,AN/VRC-103 Mount Kit,Class IX — Repair Parts,9,9,0,EA,A,,ROUTINE,WHSE-A2,"Sgt Alvarado, M.",2026-04-10,2026-04-10T09:00:00+00:00,2026-03-22,17,36,False,False
ITM-002938,5945-46-701-5734,M-ATV Hub Assembly,Class IX — Repair Parts,3,1,0,EA,B,,SENSITIVE,WHSE-A2,"Cpl Iwamoto, K.",2026-02-15,2026-02-15T14:00:00+00:00,2026-03-16,70,41,True,False
ITM-002939,5820-39-852-6533,MTVR MK23 7-ton,Class VII — Major End Items,1,2,1,EA,C,USMC-GY76USKR,SENSITIVE,VBAY-01,"Sgt Olufsen, K.",2026-04-05,2026-04-05T01:00:00+00:00,,22,9999,False,False
ITM-002940,8970-12-412-0382,"Bottled Water, Pallet",Class I — Subsistence,20,25,5,CS,B,,ROUTINE,WHSE-B2,"Cpl Boudreau, A.",2026-04-04,2026-04-04T14:00:00+00:00,,22,9999,False,False
ITM-002941,8470-62-413-8800,"Humanitarian Tarps, Pallet",Class X — Non-Mil Programs,86,91,5,KT,A,,ROUTINE,VBAY-01,"MSgt Quinones, V.",2026-03-25,2026-03-25T10:00:00+00:00,2026-01-08,33,108,False,False
ITM-002942,8520-29-111-9635,"Hygiene Kit, Field, Case",Class VI — Personal Demand,47,48,1,KT,A,,SENSITIVE,WHSE-B1,"MSgt Quinones, V.",2026-03-31,2026-03-31T02:00:00+00:00,,27,9999,False,False
ITM-002943,6545-08-148-9139,"Naloxone HCl, 4mg Nasal",Class VIII — Medical,160,160,0,EA,A,,ROUTINE,MED-CAGE,"Cpl Kowalski, P.",2026-04-24,2026-04-24T22:00:00+00:00,2026-03-01,2,56,False,False
ITM-002944,2920-87-903-5922,"MTVR Air Filter, Element",Class IX — Repair Parts,6,6,0,EA,A,,SENSITIVE,WHSE-B1,"Cpl Kowalski, P.",2026-01-03,2026-01-03T17:00:00+00:00,2026-01-08,113,108,True,False
ITM-002945,8465-00-756-8911,"Pack, USMC ILBE, OD",Class II — Clothing & Individual Equip,145,146,1,EA,A,,HAZMAT,WHSE-B1,"GySgt Yelovich, M.",2026-04-19,2026-04-19T21:00:00+00:00,2026-04-21,7,6,False,False
ITM-002946,5610-41-813-8301,"Lumber 2x4x8, Bundle",Class IV — Construction,102,104,2,BD,C,,ROUTINE,VBAY-03,"Cpl Marin, L.",2025-07-22,2025-07-22T01:00:00+00:00,,279,9999,True,False
ITM-002947,2530-19-044-3751,AN/VRC-103 Mount Kit,Class IX — Repair Parts,14,14,0,EA,A,,SENSITIVE,WHSE-A2,"Cpl Kowalski, P.",2026-04-14,2026-04-14T16:00:00+00:00,2026-02-26,12,60,False,False
ITM-002948,9140-75-589-7730,"JP-8, 55-gal Drum",Class III — POL,41,39,0,DR,A,,HAZMAT,HAZ-Y1,"Sgt Carrillo, R.",2026-04-16,2026-04-16T15:00:00+00:00,2026-04-20,10,6,False,False
ITM-002949,5945-16-597-9645,AN/VRC-103 Mount Kit,Class IX — Repair Parts,12,11,0,EA,B,,ROUTINE,WHSE-A1,"Cpl Kowalski, P.",2026-03-13,2026-03-13T03:00:00+00:00,2026-04-21,45,6,False,False
ITM-002950,8915-30-411-4902,"MRE Case, Menu A",Class I — Subsistence,162,163,1,CS,B,,SENSITIVE,VBAY-01,"Cpl Marin, L.",2026-04-02,2026-04-02T04:00:00+00:00,2026-04-15,25,12,False,False
ITM-002951,2540-90-196-2569,"M240 Barrel Assy, Quick-Change",Class IX — Repair Parts,4,4,0,EA,B,USMC-MMW4KX2X,CCI,WHSE-A2,"GySgt Underwood, R.",2026-04-26,2026-04-26T01:00:00+00:00,2026-03-27,1,31,False,False
ITM-002952,2540-80-483-7183,AN/VRC-103 Mount Kit,Class IX — Repair Parts,22,22,0,EA,F,,ROUTINE,WHSE-B1,"Cpl Marin, L.",2026-04-23,2026-04-23T03:00:00+00:00,,4,9999,False,True
ITM-002953,5855-32-011-4281,"M240B MG, Serialized",Class VII — Major End Items,1,1,0,EA,A,USMC-RJTXZUAA,SENSITIVE,COMSEC-1,"MSgt Quinones, V.",2026-04-11,2026-04-11T18:00:00+00:00,,15,9999,False,False
ITM-002954,8420-70-051-2548,"Plate Carrier, Medium",Class II — Clothing & Individual Equip,25,25,0,EA,A,,ROUTINE,WHSE-B2,"GySgt Yelovich, M.",2026-04-03,2026-04-03T12:00:00+00:00,2026-03-22,24,36,False,False
ITM-002955,8415-87-658-3899,"Helmet ECH, Large",Class II — Clothing & Individual Equip,111,113,2,EA,F,,ROUTINE,WHSE-B2,"SSgt Reyes, J.",2026-02-12,2026-02-12T04:00:00+00:00,2026-03-13,74,45,True,False
ITM-002956,8420-94-809-0043,"Cold Weather Parka, Med",Class II — Clothing & Individual Equip,49,50,1,EA,A,,ROUTINE,WHSE-B1,"Cpl Henderson, B.",2026-01-17,2026-01-17T22:00:00+00:00,2026-04-01,99,25,True,False
ITM-002957,1005-11-568-9819,"M27 IAR, Serialized",Class VII — Major End Items,1,0,0,EA,C,USMC-U8VBTG5N,SENSITIVE,ARM-103,"Cpl Kowalski, P.",2026-04-20,2026-04-20T15:00:00+00:00,2026-02-23,6,63,False,False
ITM-002958,6510-13-029-9000,"CAT Tourniquet, Gen-7",Class VIII — Medical,21,20,0,EA,A,,SENSITIVE,MED-CAGE,"MSgt Quinones, V.",2026-03-24,2026-03-24T10:00:00+00:00,,34,9999,True,False
ITM-002959,6135-47-552-0709,"MTVR Air Filter, Element",Class IX — Repair Parts,22,21,0,EA,A,,ROUTINE,WHSE-A2,"Sgt Pham, D.",2026-04-11,2026-04-11T03:00:00+00:00,2026-04-05,16,22,False,False
ITM-002960,1310-24-085-9675,"12-ga 00 Buck, Case",Class V — Ammunition,6,4,0,BX,A,,ARMS,ARM-102,"Sgt Pham, D.",2026-04-26,2026-04-26T21:00:00+00:00,,0,9999,False,False
ITM-002961,8465-92-466-0105,"Boot, Combat, Size 10R",Class II — Clothing & Individual Equip,134,135,1,EA,A,,SENSITIVE,WHSE-B2,"Sgt Carrillo, R.",2026-04-04,2026-04-04T02:00:00+00:00,2026-03-31,23,27,False,False
ITM-002962,8430-67-152-1831,"Shemagh, Tan",Class II — Clothing & Individual Equip,86,84,0,EA,A,,ROUTINE,WHSE-B1,"Sgt Carrillo, R.",2026-03-08,2026-03-08T11:00:00+00:00,2026-03-31,50,26,False,False
ITM-002963,1005-28-134-7578,AN/PRC-117G Manpack Radio,Class VII — Major End Items,1,0,0,EA,A,USMC-MHQTLSZC,SENSITIVE,COMSEC-1,"GySgt Yelovich, M.",2026-04-06,2026-04-06T06:00:00+00:00,2026-03-27,21,31,False,False
ITM-002964,2530-20-180-9583,PRC-117 Battery BB-2590,Class IX — Repair Parts,23,28,5,EA,B,,ROUTINE,WHSE-A1,"Sgt Alvarado, M.",2026-03-23,2026-03-23T14:00:00+00:00,2026-04-11,34,15,False,False
ITM-002965,5945-19-780-9808,"M240 Barrel Assy, Quick-Change",Class IX — Repair Parts,2,7,5,EA,A,,ROUTINE,WHSE-A2,"GySgt Underwood, R.",2026-03-22,2026-03-22T00:00:00+00:00,2026-04-20,36,6,False,False
ITM-002966,1005-02-091-0279,"M4A1 Carbine, Serialized",Class VII — Major End Items,1,1,0,EA,B,USMC-TDKBKLCT,SENSITIVE,ARM-103,"SSgt Reyes, J.",2026-04-10,2026-04-10T04:00:00+00:00,2026-04-04,17,23,False,False
ITM-002967,9905-84-930-2777,Civil Affairs Handout Kit,Class X — Non-Mil Programs,87,87,0,KT,B,,ROUTINE,WHSE-B2,"GySgt Yelovich, M.",2026-01-09,2026-01-09T17:00:00+00:00,,107,9999,True,False
ITM-002968,8530-72-971-4194,"Hygiene Kit, Field, Case",Class VI — Personal Demand,34,35,1,KT,A,,ROUTINE,WHSE-B1,"GySgt Yelovich, M.",2026-03-31,2026-03-31T22:00:00+00:00,2026-02-17,26,68,False,False
ITM-002969,8430-82-622-9690,"Glove, Combat, Black, M",Class II — Clothing & Individual Equip,143,143,0,EA,F,,ROUTINE,WHSE-B1,"Cpl Kowalski, P.",2025-12-30,2025-12-30T13:00:00+00:00,,117,9999,True,False
ITM-002970,9905-27-635-0238,"Humanitarian Tarps, Pallet",Class X — Non-Mil Programs,169,170,1,KT,A,,SENSITIVE,WHSE-B2,"Sgt Pham, D.",2026-04-16,2026-04-16T09:00:00+00:00,,11,9999,False,False
ITM-002971,1305-81-568-7482,"5.56 Ball M855, 200rd Can",Class V — Ammunition,11,9,0,BX,B,,ARMS,ARM-101,"SSgt Whitfield, T.",2026-04-13,2026-04-13T11:00:00+00:00,2026-02-12,14,73,True,False
ITM-002972,2920-94-033-6750,"M240 Barrel Assy, Quick-Change",Class IX — Repair Parts,21,21,0,EA,F,USMC-M8ZXDUB7,CCI,WHSE-B1,"Sgt Olufsen, K.",2026-04-27,2026-04-27T11:00:00+00:00,2026-04-22,0,5,False,True
ITM-002973,6135-48-428-5073,JLTV Brake Caliper Assy,Class IX — Repair Parts,19,17,0,EA,A,,ROUTINE,WHSE-B1,"Cpl Marin, L.",2026-04-13,2026-04-13T11:00:00+00:00,2026-04-25,14,2,False,False
ITM-002974,2540-53-580-3589,AN/VRC-103 Mount Kit,Class IX — Repair Parts,8,13,5,EA,B,,ROUTINE,WHSE-A1,"Sgt Olufsen, K.",2025-12-26,2025-12-26T01:00:00+00:00,2026-04-13,122,14,True,False
ITM-002975,5945-30-828-0407,Generator MEP-803A Voltage Regulator,Class IX — Repair Parts,11,16,5,EA,F,,ROUTINE,WHSE-B1,"Cpl Kowalski, P.",2026-03-20,2026-03-20T07:00:00+00:00,2026-04-21,38,6,False,True
ITM-002976,5510-98-321-8350,"Sandbag, Empty, Bundle",Class IV — Construction,176,175,0,BD,A,,HAZMAT,ARM-103,"Cpl Diallo, S.",2026-04-03,2026-04-03T23:00:00+00:00,2026-04-09,23,17,True,False
ITM-002977,8465-61-223-1502,"Shemagh, Tan",Class II — Clothing & Individual Equip,25,25,0,EA,C,,ROUTINE,WHSE-B1,"GySgt Underwood, R.",2026-04-26,2026-04-26T15:00:00+00:00,2025-12-18,0,130,False,False
ITM-002978,2920-58-726-1340,"Tire, MTVR, 16R20",Class IX — Repair Parts,4,4,0,EA,B,,ROUTINE,WHSE-B1,"Cpl Boudreau, A.",2026-03-26,2026-03-26T11:00:00+00:00,2026-03-27,32,31,False,False
ITM-002979,5820-84-182-4252,"M27 IAR, Serialized",Class VII — Major End Items,1,1,0,EA,B,USMC-TVPAB5UC,SENSITIVE,ARM-103,"SSgt Whitfield, T.",2026-04-25,2026-04-25T03:00:00+00:00,,2,9999,False,False
ITM-002980,9905-82-918-9246,Civil Affairs Handout Kit,Class X — Non-Mil Programs,177,182,5,KT,F,,ROUTINE,WHSE-B2,"Sgt Carrillo, R.",2026-03-04,2026-03-04T22:00:00+00:00,,53,9999,False,False
ITM-002981,6510-90-306-9523,"Naloxone HCl, 4mg Nasal",Class VIII — Medical,130,130,0,EA,A,,SENSITIVE,MED-CAGE,"SSgt Whitfield, T.",2026-03-18,2026-03-18T03:00:00+00:00,2026-04-22,40,4,True,False
ITM-002982,2530-00-129-6478,"M240 Barrel Assy, Quick-Change",Class IX — Repair Parts,2,2,0,EA,B,,ROUTINE,WHSE-A2,"Sgt Pham, D.",2026-04-10,2026-04-10T12:00:00+00:00,2026-04-26,17,0,False,False
ITM-002983,1005-78-289-0071,MTVR MK23 7-ton,Class VII — Major End Items,1,3,2,EA,A,USMC-AU4K9KSR,SENSITIVE,VBAY-01,"Sgt Pham, D.",2026-04-02,2026-04-02T19:00:00+00:00,2026-04-17,24,9,False,False
ITM-002984,2540-12-958-9435,M-ATV Hub Assembly,Class IX — Repair Parts,6,6,0,EA,F,,ROUTINE,WHSE-A1,"Cpl Iwamoto, K.",2026-04-05,2026-04-05T18:00:00+00:00,2026-04-24,21,2,False,True
ITM-002985,1330-92-193-3177,"M18 Smoke, Violet",Class V — Ammunition,17,17,0,BX,B,,ARMS,ARM-102,"Sgt Olufsen, K.",2026-04-17,2026-04-17T16:00:00+00:00,2026-03-24,9,34,False,False
ITM-002986,8430-87-526-3643,"Shemagh, Tan",Class II — Clothing & Individual Equip,53,53,0,EA,B,,ROUTINE,WHSE-B1,"Cpl Diallo, S.",2026-04-15,2026-04-15T17:00:00+00:00,,11,9999,False,False
ITM-002987,1310-60-366-7713,"5.56 Ball M855, 200rd Can",Class V — Ammunition,37,37,0,BX,A,,ARMS,ARM-102,"Cpl Marin, L.",2026-04-03,2026-04-03T03:00:00+00:00,2026-04-14,24,13,True,False
ITM-002988,8430-26-059-8922,"Pack, USMC ILBE, OD",Class II — Clothing & Individual Equip,1,1,0,EA,A,,ROUTINE,WHSE-B2,"Cpl Diallo, S.",2026-03-08,2026-03-08T19:00:00+00:00,2026-01-21,49,95,False,False
ITM-002989,6505-40-330-1048,"CAT Tourniquet, Gen-7",Class VIII — Medical,157,158,1,EA,A,,SENSITIVE,MED-CAGE,"Sgt Olufsen, K.",2026-03-11,2026-03-11T03:00:00+00:00,2026-01-12,47,104,True,False
ITM-002990,8910-42-969-1791,"Bottled Water, Pallet",Class I — Subsistence,105,105,0,CS,B,,ROUTINE,WHSE-A1,"Cpl Henderson, B.",2026-03-17,2026-03-17T15:00:00+00:00,,40,9999,False,False
ITM-002991,6510-83-664-2315,"Decompression Needle, 14ga",Class VIII — Medical,185,185,0,EA,A,,ROUTINE,MED-CAGE,"Sgt Carrillo, R.",2026-02-28,2026-02-28T01:00:00+00:00,2026-04-06,58,20,False,False
ITM-002992,6135-28-409-0897,"MTVR Air Filter, Element",Class IX — Repair Parts,16,16,0,EA,A,,SENSITIVE,VBAY-03,"Cpl Kowalski, P.",2026-02-01,2026-02-01T17:00:00+00:00,2026-04-12,84,14,True,False
ITM-002993,2530-03-674-3321,Generator MEP-803A Voltage Regulator,Class IX — Repair Parts,3,3,0,EA,B,,ROUTINE,WHSE-A2,"Sgt Alvarado, M.",2026-03-28,2026-03-28T17:00:00+00:00,,29,9999,False,False
ITM-002994,6135-52-919-0205,M-ATV Hub Assembly,Class IX — Repair Parts,17,17,0,EA,F,,SENSITIVE,WHSE-A2,"Cpl Henderson, B.",2026-03-26,2026-03-26T17:00:00+00:00,,31,9999,True,True
ITM-002995,5820-82-895-4192,JLTV M1278A1 Heavy Gun Carrier,Class VII — Major End Items,1,3,2,EA,B,USMC-MYCAJHKG,SENSITIVE,COMSEC-1,"Sgt Alvarado, M.",2026-02-13,2026-02-13T11:00:00+00:00,2026-04-12,73,14,True,False
ITM-002996,8430-47-869-1643,"Boot, Combat, Size 10R",Class II — Clothing & Individual Equip,44,42,0,EA,A,,ROUTINE,WHSE-B2,"Sgt Olufsen, K.",2026-03-08,2026-03-08T03:00:00+00:00,2026-01-15,50,102,False,False
ITM-002997,9130-12-143-6166,"Lubricant, GAA, Tube",Class III — POL,24,24,0,DR,B,,ROUTINE,HAZ-Y1,"GySgt Underwood, R.",2026-02-27,2026-02-27T14:00:00+00:00,,58,9999,False,False
ITM-002998,6510-07-094-8291,"Israeli Bandage 6""",Class VIII — Medical,41,40,0,EA,C,,SENSITIVE,MED-CAGE,"Sgt Alvarado, M.",2026-03-09,2026-03-09T01:00:00+00:00,2026-04-23,49,4,True,False
ITM-002999,6135-54-915-4616,Generator MEP-803A Voltage Regulator,Class IX — Repair Parts,17,17,0,EA,B,,ROUTINE,WHSE-A1,"Sgt Olufsen, K.",2026-03-28,2026-03-28T10:00:00+00:00,2026-02-23,30,62,False,False
ITM-003000,8970-45-892-3219,"MRE Case, Menu A",Class I — Subsistence,96,96,0,CS,C,USMC-NE67VKVJ,CCI,WHSE-A2,"Cpl Diallo, S.",2026-04-20,2026-04-20T20:00:00+00:00,,6,9999,False,False
ITM-003001,5945-87-675-8322,PRC-117 Battery BB-2590,Class IX — Repair Parts,8,7,0,EA,A,,ROUTINE,VBAY-03,"Cpl Kowalski, P.",2026-04-16,2026-04-16T19:00:00+00:00,2026-03-12,10,45,False,False
ITM-003002,2920-52-983-6153,JLTV Brake Caliper Assy,Class IX — Repair Parts,9,9,0,EA,B,,SENSITIVE,VBAY-03,"MSgt Quinones, V.",2026-03-29,2026-03-29T16:00:00+00:00,,28,9999,False,False
ITM-003003,2530-80-447-4656,M-ATV Hub Assembly,Class IX — Repair Parts,13,12,0,EA,B,,ROUTINE,WHSE-A2,"Sgt Olufsen, K.",2026-04-26,2026-04-26T10:00:00+00:00,2026-03-24,1,34,False,False
ITM-003004,5855-60-283-7667,"M27 IAR, Serialized",Class VII — Major End Items,1,6,5,EA,F,USMC-5VZU6K7R,SENSITIVE,WHSE-A1,"Cpl Henderson, B.",2026-03-13,2026-03-13T03:00:00+00:00,,45,9999,True,True
ITM-003005,5855-73-624-7490,"M240B MG, Serialized",Class VII — Major End Items,1,1,0,EA,F,USMC-U64ENCP9,SENSITIVE,ARM-103,"Cpl Kowalski, P.",2026-03-30,2026-03-30T03:00:00+00:00,2026-04-05,28,22,False,True
ITM-003006,1305-48-226-6375,"M67 Frag, 4-grenade Pack",Class V — Ammunition,46,46,0,BX,A,,ROUTINE,ARM-101,"Cpl Kowalski, P.",2026-04-18,2026-04-18T07:00:00+00:00,2026-02-28,9,58,False,False
ITM-003007,2530-39-039-3720,JLTV Brake Caliper Assy,Class IX — Repair Parts,24,22,0,EA,B,,SENSITIVE,VBAY-03,"GySgt Underwood, R.",2026-04-10,2026-04-10T14:00:00+00:00,2026-03-04,16,54,False,False
ITM-003008,5610-99-570-4029,"Sandbag, Empty, Bundle",Class IV — Construction,45,45,0,BD,F,,ROUTINE,WHSE-B2,"Cpl Boudreau, A.",2026-04-10,2026-04-10T21:00:00+00:00,,16,9999,False,False
ITM-003009,6135-81-044-7813,"MTVR Air Filter, Element",Class IX — Repair Parts,21,23,2,EA,B,,ROUTINE,WHSE-B1,"Sgt Carrillo, R.",2026-04-05,2026-04-05T05:00:00+00:00,2026-03-09,22,48,False,False
ITM-003010,9905-54-105-6164,Civil Affairs Handout Kit,Class X — Non-Mil Programs,69,68,0,KT,B,,ARMS,WHSE-B2,"Cpl Iwamoto, K.",2026-04-20,2026-04-20T17:00:00+00:00,,6,9999,False,False
ITM-003011,6135-55-909-9580,AN/VRC-103 Mount Kit,Class IX — Repair Parts,21,22,1,EA,B,,ROUTINE,VBAY-03,"Sgt Carrillo, R.",2026-03-16,2026-03-16T15:00:00+00:00,2026-04-10,41,16,False,False
ITM-003012,1310-24-105-7392,"M67 Frag, 4-grenade Pack",Class V — Ammunition,47,45,0,BX,F,,ARMS,WHSE-B2,"Cpl Boudreau, A.",2026-04-23,2026-04-23T21:00:00+00:00,,3,9999,False,False
ITM-003013,2540-97-349-0065,M-ATV Hub Assembly,Class IX — Repair Parts,23,22,0,EA,B,,ROUTINE,WHSE-A2,"Cpl Marin, L.",2025-12-17,2025-12-17T03:00:00+00:00,,131,9999,True,False
ITM-003014,8430-14-449-0322,"Shemagh, Tan",Class II — Clothing & Individual Equip,52,52,0,EA,C,,HAZMAT,WHSE-B1,"Cpl Diallo, S.",2026-04-26,2026-04-26T11:00:00+00:00,2026-01-10,1,106,False,False
ITM-003015,8420-08-648-5732,"Helmet ECH, Large",Class II — Clothing & Individual Equip,178,180,2,EA,B,,ROUTINE,WHSE-B2,"GySgt Yelovich, M.",2026-03-29,2026-03-29T01:00:00+00:00,2026-04-09,29,17,False,False
ITM-003016,8420-18-819-0562,"Boot, Combat, Size 10R",Class II — Clothing & Individual Equip,55,55,0,EA,A,,SENSITIVE,WHSE-B2,"Cpl Marin, L.",2026-04-14,2026-04-14T11:00:00+00:00,2026-04-27,13,0,False,False
ITM-003017,5510-66-062-3421,"Lumber 2x4x8, Bundle",Class IV — Construction,160,165,5,BD,A,,SENSITIVE,WHSE-B2,"SSgt Whitfield, T.",2026-04-08,2026-04-08T19:00:00+00:00,2026-04-12,18,14,False,False
ITM-003018,8465-41-945-0220,"Cold Weather Parka, Med",Class II — Clothing & Individual Equip,137,137,0,EA,B,,ROUTINE,WHSE-B2,"Cpl Henderson, B.",2025-11-27,2025-11-27T13:00:00+00:00,2026-04-14,150,12,True,False
ITM-003019,8520-86-804-1531,"PX Restock Kit, Bundle",Class VI — Personal Demand,199,199,0,KT,A,,ROUTINE,WHSE-B1,"SSgt Whitfield, T.",2026-03-18,2026-03-18T14:00:00+00:00,2026-04-11,39,15,False,False
ITM-003020,1330-86-751-8202,"7.62 Linked M80A1, 100rd",Class V — Ammunition,24,25,1,BX,C,,ARMS,ARM-101,"Sgt Pham, D.",2026-04-20,2026-04-20T21:00:00+00:00,2025-12-18,6,129,False,False
ITM-003021,8465-42-690-6283,"Cold Weather Parka, Med",Class II — Clothing & Individual Equip,67,72,5,EA,C,,ROUTINE,WHSE-B1,"Sgt Carrillo, R.",2026-04-26,2026-04-26T08:00:00+00:00,2025-12-12,1,136,False,False
ITM-003022,2540-68-113-5760,AN/VRC-103 Mount Kit,Class IX — Repair Parts,4,4,0,EA,B,,ROUTINE,WHSE-A2,"GySgt Underwood, R.",2026-01-23,2026-01-23T01:00:00+00:00,2025-11-23,94,155,True,False
ITM-003023,5510-41-251-7906,"Lumber 2x4x8, Bundle",Class IV — Construction,154,155,1,BD,C,,ROUTINE,WHSE-B2,"Sgt Pham, D.",2026-04-14,2026-04-14T00:00:00+00:00,2026-03-21,13,37,False,False
ITM-003024,8520-52-236-1732,"PX Restock Kit, Bundle",Class VI — Personal Demand,89,94,5,KT,F,,ROUTINE,WHSE-B1,"Sgt Carrillo, R.",2026-04-09,2026-04-09T18:00:00+00:00,2026-02-18,17,68,False,False
ITM-003025,8465-91-859-6588,"Boot, Combat, Size 10R",Class II — Clothing & Individual Equip,80,80,0,EA,A,,SENSITIVE,WHSE-B1,"Cpl Henderson, B.",2026-04-06,2026-04-06T11:00:00+00:00,2026-04-02,21,25,False,False
ITM-003026,1305-99-800-9223,"M67 Frag, 4-grenade Pack",Class V — Ammunition,15,20,5,BX,A,,ROUTINE,ARM-101,"Cpl Diallo, S.",2026-04-07,2026-04-07T01:00:00+00:00,,20,9999,False,False
ITM-003027,8415-14-753-7081,"Plate Carrier, Medium",Class II — Clothing & Individual Equip,5,7,2,EA,B,,SENSITIVE,WHSE-B1,"SSgt Whitfield, T.",2026-04-04,2026-04-04T03:00:00+00:00,2026-03-28,23,30,False,False
ITM-003028,9130-85-316-1545,Hydraulic Fluid OE-46,Class III — POL,22,20,0,DR,B,,HAZMAT,HAZ-Y1,"Sgt Olufsen, K.",2026-04-21,2026-04-21T08:00:00+00:00,2026-04-22,6,5,False,False
ITM-003029,8465-37-576-8732,"Cold Weather Parka, Med",Class II — Clothing & Individual Equip,32,32,0,EA,B,,ROUTINE,WHSE-B1,"Cpl Kowalski, P.",2026-04-01,2026-04-01T21:00:00+00:00,2026-04-08,25,19,False,False
ITM-003030,6505-07-520-0747,"TXA, 1g IV, Vial",Class VIII — Medical,128,126,0,EA,A,,ROUTINE,MED-CAGE,"SSgt Reyes, J.",2026-04-05,2026-04-05T15:00:00+00:00,2026-03-08,21,49,False,False
ITM-003031,2540-39-192-1603,M-ATV Hub Assembly,Class IX — Repair Parts,22,22,0,EA,B,,HAZMAT,WHSE-A1,"MSgt Quinones, V.",2026-04-15,2026-04-15T21:00:00+00:00,,11,9999,False,False
ITM-003032,1330-42-682-1374,"M67 Frag, 4-grenade Pack",Class V — Ammunition,41,40,0,BX,A,,ARMS,ARM-102,"Cpl Kowalski, P.",2026-04-24,2026-04-24T08:00:00+00:00,2026-04-18,3,9,False,False
ITM-003033,6135-22-389-8640,"M240 Barrel Assy, Quick-Change",Class IX — Repair Parts,2,1,0,EA,A,,ROUTINE,WHSE-A2,"GySgt Underwood, R.",2026-03-30,2026-03-30T12:00:00+00:00,2026-04-23,28,4,False,False
ITM-003034,8465-24-657-7426,"Shemagh, Tan",Class II — Clothing & Individual Equip,179,179,0,EA,B,,ROUTINE,WHSE-B2,"MSgt Quinones, V.",2026-01-13,2026-01-13T00:00:00+00:00,2025-11-26,104,152,True,False
ITM-003035,8970-03-818-5463,UGR-A Component Pack,Class I — Subsistence,166,166,0,CS,B,,SENSITIVE,ARM-102,"Cpl Diallo, S.",2026-04-07,2026-04-07T23:00:00+00:00,,19,9999,False,False
ITM-003036,1305-18-718-5830,"12-ga 00 Buck, Case",Class V — Ammunition,42,42,0,BX,F,,ARMS,ARM-102,"Sgt Pham, D.",2026-04-19,2026-04-19T03:00:00+00:00,2025-09-16,8,222,False,False
ITM-003037,9130-41-974-0405,Hydraulic Fluid OE-46,Class III — POL,3,5,2,DR,A,,ROUTINE,HAZ-Y1,"SSgt Whitfield, T.",2026-04-10,2026-04-10T14:00:00+00:00,2026-03-21,16,36,False,False
ITM-003038,5660-54-494-7965,"Lumber 2x4x8, Bundle",Class IV — Construction,194,192,0,BD,A,,ROUTINE,WHSE-B2,"Cpl Diallo, S.",2026-04-04,2026-04-04T17:00:00+00:00,,22,9999,False,False
ITM-003039,8415-30-854-3959,"Plate Carrier, Medium",Class II — Clothing & Individual Equip,78,79,1,EA,B,,ROUTINE,WHSE-B2,"Cpl Henderson, B.",2026-04-06,2026-04-06T17:00:00+00:00,2026-01-05,20,112,False,False
ITM-003040,8970-84-352-9712,"Bottled Water, Pallet",Class I — Subsistence,177,178,1,CS,A,,ROUTINE,VBAY-02,"Sgt Pham, D.",2026-04-02,2026-04-02T11:00:00+00:00,2026-03-24,25,33,False,False
ITM-003041,9150-48-934-7811,"Lubricant, GAA, Tube",Class III — POL,32,33,1,DR,A,,HAZMAT,HAZ-Y1,"GySgt Underwood, R.",2026-03-29,2026-03-29T18:00:00+00:00,,28,9999,True,False
ITM-003042,6135-20-739-6519,AN/VRC-103 Mount Kit,Class IX — Repair Parts,22,22,0,EA,A,,HAZMAT,WHSE-B1,"Cpl Henderson, B.",2026-04-11,2026-04-11T13:00:00+00:00,,15,9999,True,False
ITM-003043,5510-93-382-0010,"Lumber 2x4x8, Bundle",Class IV — Construction,197,202,5,BD,A,,ROUTINE,ARM-101,"Sgt Carrillo, R.",2026-04-07,2026-04-07T03:00:00+00:00,2026-03-06,20,52,False,False
ITM-003044,8420-87-053-3521,"Boot, Combat, Size 10R",Class II — Clothing & Individual Equip,145,147,2,EA,A,,ROUTINE,WHSE-B2,"Sgt Alvarado, M.",2026-03-26,2026-03-26T01:00:00+00:00,2026-04-12,32,15,False,False
ITM-003045,5945-57-824-6726,"Tire, MTVR, 16R20",Class IX — Repair Parts,16,21,5,EA,F,,ARMS,WHSE-A2,"Cpl Boudreau, A.",2026-04-25,2026-04-25T12:00:00+00:00,,2,9999,False,True
ITM-003046,8430-33-933-4356,"Plate Carrier, Medium",Class II — Clothing & Individual Equip,20,19,0,EA,A,,ROUTINE,WHSE-B1,"Sgt Carrillo, R.",2026-03-02,2026-03-02T06:00:00+00:00,2025-12-28,56,120,False,False
ITM-003047,2920-00-704-1586,M-ATV Hub Assembly,Class IX — Repair Parts,6,7,1,EA,B,,ROUTINE,WHSE-A1,"Cpl Diallo, S.",2026-01-02,2026-01-02T19:00:00+00:00,,114,9999,True,False
ITM-003048,1005-75-124-6438,"M240B MG, Serialized",Class VII — Major End Items,1,3,2,EA,B,USMC-XEDDPB6Z,SENSITIVE,VBAY-02,"Sgt Alvarado, M.",2026-03-29,2026-03-29T20:00:00+00:00,2026-04-26,28,0,False,False
